pl_name,hostname,sy_dist,pl_rade,pl_masse,pl_orbper,pl_orbsmax,pl_eqt,st_teff,st_lum,st_rad,st_mass,st_age,st_spectype,discoverymethod,disc_year,pl_controv_flag
K2-266 c,K2-266,77.55860000,0.70500000,,7.81400000000,0.0679000000,664.50,4285.00,-0.82333,0.703000,0.686000,,,Transit,2018,0
K2-389 b,K2-389,259.20800000,2.33000000,,8.58289000000,,932.00,5773.00,0.10644,1.094000,0.990000,,G3,Transit,2022,0
HD 191939 f,HD 191939,53.60890000,13.20000000,,2898.00000000000,3.7100000000,125.00,5348.00,-0.18709,0.940000,0.810000,8.7000,G9 V,Radial Velocity,2022,0
K2-413 b,K2-413,285.16200000,0.75990000,,0.80940000000,0.0117000000,,4116.00,-0.83322,0.700000,0.808000,,,Transit,2022,0
TOI-5716 b,TOI-5716,39.41220000,0.96000000,,6.76630000000,,400.00,3436.00,-2.24692,0.220000,0.190000,,,Transit,2025,0
HD 104985 b,HD 104985,100.57600000,12.80000000,,199.68000000000,0.7150000000,,4738.00,1.76989,11.120000,1.220000,,G9 III,Radial Velocity,2003,0
K2-332 b,K2-332,123.20200000,2.20000000,,17.70632000000,,266.00,3315.00,-2.06542,0.280000,0.270000,,,Transit,2021,0
Kepler-409 b,Kepler-409,68.17300000,1.19900000,6.00000000000000e+00,68.95832160000,0.3192000000,438.00,5421.00,-0.20201,0.897000,0.913000,5.8000,,Transit,2014,0
Kepler-522 b,Kepler-522,639.23900000,6.91000000,,38.58422849000,0.2502900000,761.00,6392.00,0.65452,1.980000,1.540000,1.7000,,Transit,2016,0
K2-199 c,K2-199,107.51800000,2.85000000,1.24000000000000e+01,7.37448970000,0.0662000000,694.00,4491.00,-0.73283,0.682000,0.711000,5.0400,,Transit,2018,0
TOI-3688 A b,TOI-3688 A,396.37800000,13.08088048,3.11471838860000e+02,3.24607500000,0.0456000000,1534.00,5950.00,0.28330,1.302000,1.199000,3.3000,,Transit,2023,0
NGTS-30 b,NGTS-30,238.37700000,10.40193409,3.05115270720000e+02,98.29838000000,0.4080000000,500.00,5455.00,-0.18738,0.913000,0.940000,1.1000,,Transit,2024,0
K2-389 c,K2-389,259.20800000,2.04000000,,20.85133700000,,,5782.00,0.10644,1.084000,0.802000,,G3,Transit,2022,0
HD 94890 b,HD 94890,61.70120000,13.30000000,,824.61000000000,2.0700000000,,4867.00,1.76350,10.710000,1.740000,,K0 III,Radial Velocity,2025,0
Kepler-670 b,Kepler-670,939.74400000,13.18000000,,2.81650485200,0.0383000000,1219.00,5709.00,-0.10030,0.990000,0.990000,4.7900,,Transit,2016,0
Kepler-196 b,Kepler-196,451.31200000,1.90000000,,20.73988600000,0.1380000000,536.00,5128.00,-0.39257,0.782000,0.839000,3.0900,,Transit,2014,0
Kepler-221 c,Kepler-221,385.23100000,2.93000000,9.30000000000000e+00,5.69058600000,0.0590000000,860.00,5243.00,-0.40429,0.821000,0.854000,1.7800,,Transit,2014,0
Kepler-163 c,Kepler-163,689.81400000,2.26000000,,21.34726200000,0.1520000000,648.00,5776.00,-0.13799,0.917000,0.882000,4.2700,,Transit,2014,0
Kepler-97 c,Kepler-97,400.90700000,,3.44000000000000e+02,789.00000000000,,,5779.00,-0.02505,0.980000,0.940000,8.4200,,Radial Velocity,2014,0
Kepler-407 c,Kepler-407,338.36800000,12.30000000,4.00000000000000e+03,3000.00000000000,3.2709036900,,5476.00,-0.03934,1.010000,1.000000,7.4700,G,Radial Velocity,2014,0
Kepler-427 b,Kepler-427,1017.80000000,13.79000000,9.21700000000000e+01,10.29099400000,0.0910000000,1100.00,5800.00,0.29000,1.350000,0.960000,7.0000,G2 V,Transit,2014,0
TOI-4961 b,TOI-4961,213.07300000,12.34108775,5.72091132600000e+02,7.47918200000,0.0726000000,919.00,5380.00,-0.20135,0.912000,0.912000,8.0000,,Transit,2025,0
LHS 1678 c,LHS 1678,19.87820000,0.94100000,1.40000000000000e+00,3.69428400000,0.0327000000,510.90,3490.00,-1.83863,0.329000,0.345000,7.0000,M2.0 V,Transit,2021,0
HD 24040 b,HD 24040,46.62240000,12.90000000,1.58914203500000e+03,3668.00000000000,4.9200000000,,5802.00,0.27569,1.300000,1.110000,6.6800,G0 V,Radial Velocity,2006,0
TOI-5489 c,TOI-5489,45.09070000,1.28000000,,4.92126000000,,536.00,3547.00,-1.60776,0.420000,0.410000,,,Transit,2025,0
Kepler-763 b,Kepler-763,962.45900000,1.22000000,,1.19655156000,0.0205000000,1414.00,5166.00,-0.33390,0.800000,0.840000,4.7900,,Transit,2016,0
TOI-1759 b,TOI-1759,40.06540000,3.14000000,1.08000000000000e+01,18.85019000000,0.1177000000,443.00,4065.00,-1.05715,0.597000,0.606000,5.0000,M0.0 V,Transit,2022,0
TOI-5110 b,TOI-5110,392.25900000,11.98240037,9.21702380300000e+02,30.15857700000,0.2157000000,976.00,6160.00,0.84696,2.333000,1.469000,4.0000,,Transit,2024,0
WASP-148 c,WASP-148,246.35300000,13.90000000,1.24588735544000e+02,34.52400000000,0.2044000000,590.00,5555.00,-0.13906,0.912000,0.954000,3.6000,G,Radial Velocity,2020,0
Kepler-207 d,Kepler-207,875.51900000,3.31000000,,5.86807500000,0.0680000000,1254.00,5920.00,0.53430,1.588000,1.313000,3.6300,,Transit,2014,0
Kepler-245 b,Kepler-245,861.52700000,2.57000000,1.46780000000000e+02,7.49019000000,0.0710000000,753.00,5100.00,-0.39579,0.795000,0.856000,3.6300,,Transit,2014,0
Kepler-208 b,Kepler-208,775.32800000,1.63000000,,4.22864000000,0.0540000000,1379.00,6092.00,0.30912,1.314000,1.082000,4.6800,,Transit,2014,0
Kepler-246 b,Kepler-246,626.07800000,2.34000000,,4.60182000000,0.0520000000,896.00,5206.00,-0.41338,0.831000,0.853000,1.2600,,Transit,2014,0
Kepler-179 c,Kepler-179,605.68000000,2.00000000,,6.40013000000,0.0640000000,810.00,5302.00,-0.27765,0.759000,0.893000,1.7400,,Transit,2014,0
Kepler-226 c,Kepler-226,980.13800000,2.27000000,4.52000000000000e+01,5.34955500000,0.0580000000,919.00,5571.00,-0.23921,0.802000,0.904000,4.1700,,Transit,2014,0
Kepler-113 b,Kepler-113,262.35100000,1.82000000,1.17000000000000e+01,4.75400000000,0.0512300000,775.00,4725.00,-0.57598,0.690000,0.750000,6.8900,,Transit,2014,0
Kepler-48 d,Kepler-48,306.73800000,2.04000000,7.93000000000000e+00,42.89610000000,0.2330200000,448.00,5194.00,-0.28926,0.890000,0.880000,3.1400,,Transit,2014,0
Kepler-199 b,Kepler-199,521.05400000,3.11000000,,23.63760400000,0.1580000000,595.00,5644.00,-0.09685,0.967000,0.960000,1.4500,,Transit,2014,0
Kepler-237 c,Kepler-237,657.82200000,2.08000000,,8.10363600000,0.0710000000,687.00,4861.00,-0.47742,0.725000,0.696000,3.0200,,Transit,2014,0
TOI-2525 c,TOI-2525,395.39800000,10.13291855,2.08813263399000e+02,49.25190000000,0.2490000000,399.96,5096.00,-0.44009,0.785000,0.849000,3.9900,K8 V,Transit,2023,0
TOI-5489 b,TOI-5489,45.09070000,1.40000000,,3.15222000000,,624.00,3547.00,-1.60776,0.420000,0.410000,,,Transit,2025,0
HD 23079 b,HD 23079,33.45910000,13.20000000,,735.74000000000,1.6000000000,,5994.00,0.13033,1.080000,1.160000,2.6000,F9.5 V,Radial Velocity,2001,0
55 Cnc f,55 Cnc,12.58550000,7.59000000,4.48120000000000e+01,260.58000000000,0.8020000000,,5198.00,-0.19695,0.980000,1.015000,10.0000,G8 V,Radial Velocity,2007,0
Kepler-247 c,Kepler-247,663.71100000,4.09000000,,9.43945200000,0.0840000000,686.00,5100.00,-0.42165,0.768000,0.887000,2.1400,,Transit,2014,0
Kepler-161 b,Kepler-161,434.63200000,2.12000000,2.63000000000000e+00,4.92135500000,0.0540000000,868.00,5078.00,-0.44679,0.806000,0.853000,0.9100,,Transit,2014,0
Kepler-153 b,Kepler-153,459.36800000,2.92000000,,18.87022700000,0.1290000000,621.00,5404.00,-0.44630,0.892000,0.756000,13.8000,,Transit,2014,0
Kepler-106 b,Kepler-106,444.32200000,0.82000000,5.30000000000000e+00,6.16486000000,0.0649100000,1021.00,5858.00,0.08255,1.040000,1.000000,4.8300,,Transit,2014,0
Kepler-100 d,Kepler-100,304.64500000,1.61000000,3.00000000000000e+00,35.33310000000,0.2174700000,670.00,5825.00,0.39445,1.490000,1.080000,6.4600,,Transit,2014,0
Kepler-274 b,Kepler-274,1333.62000000,1.54000000,,11.63478800000,0.1010000000,961.00,6023.00,0.20130,1.007000,0.883000,12.8800,,Transit,2014,0
Kepler-312 b,Kepler-312,797.72000000,1.29000000,,1.77241900000,0.0310000000,1685.00,6115.00,0.59751,1.467000,1.314000,2.8800,,Transit,2014,0
Kepler-211 c,Kepler-211,309.35300000,1.29000000,1.83000000000000e+01,6.04045000000,0.0620000000,841.00,5123.00,-0.41330,0.816000,0.867000,1.5500,,Transit,2014,0
Kepler-212 c,Kepler-212,687.19400000,2.74000000,,31.80517400000,0.2070000000,664.00,5852.00,0.38347,1.455000,1.166000,5.1300,,Transit,2014,0
Kepler-228 d,Kepler-228,1644.61000000,4.04000000,,11.09428600000,0.1010000000,835.00,6043.00,0.11115,1.014000,1.006000,6.7600,,Transit,2014,0
Kepler-864 b,Kepler-864,2022.90000000,2.40000000,,5.83376092000,0.0687000000,1143.00,5754.00,0.20780,1.000000,1.000000,4.6800,,Transit,2016,0
K2-394 b,K2-394,98.01520000,1.69200000,,5.09571700000,,643.00,4938.00,-0.85841,0.631000,0.478000,,,Transit,2022,0
Kepler-230 b,Kepler-230,740.75400000,4.26000000,,32.62555500000,0.1910000000,506.00,5588.00,-0.36784,0.817000,0.784000,1.8000,,Transit,2014,0
TOI-444 b,TOI-444,57.39730000,2.77000000,,17.96360000000,0.1330000000,609.00,5225.00,-0.41794,0.779000,0.960000,0.5700,K1/2 V,Transit,2023,0
TOI-2202 b,TOI-2202,235.93300000,10.95117414,2.87316879928000e+02,11.91260750000,0.0956400000,652.07,5169.00,-0.40121,0.808000,0.841000,6.4000,K8 V,Transit,2021,0
Wendelstein-2 b,Wendelstein-2,565.54100000,12.99347280,2.32333730000000e+02,1.75222390000,0.0234000000,2470.00,4591.00,-0.83411,0.660000,0.730000,,K6 V,Transit,2020,0
Kepler-166 b,Kepler-166,603.53000000,2.27000000,,7.65025400000,0.0720000000,772.00,5413.00,-0.38508,0.742000,0.811000,5.0100,,Transit,2014,0
Kepler-181 c,Kepler-181,609.28300000,1.99000000,,4.30214900000,0.0490000000,937.00,5333.00,-0.37878,0.749000,0.810000,6.4600,,Transit,2014,0
Kepler-106 d,Kepler-106,444.32200000,0.95000000,8.10000000000000e+00,23.98020000000,0.1606300000,649.00,5858.00,0.08255,1.040000,1.000000,4.8300,,Transit,2014,0
Kepler-131 c,Kepler-131,228.67800000,0.84000000,8.25000000000000e+00,25.51690000000,0.1739100000,615.00,5685.00,0.02191,1.030000,1.020000,3.6600,,Transit,2014,0
Kepler-320 b,Kepler-320,826.61300000,1.14000000,,8.37155400000,0.0850000000,1292.00,6435.00,0.37419,1.108000,1.072000,2.1400,,Transit,2014,0
Kepler-169 e,Kepler-169,406.52900000,2.20000000,,13.76710200000,0.1050000000,595.00,4997.00,-0.49611,0.763000,0.825000,0.7900,,Transit,2014,0
Kepler-249 c,Kepler-249,190.40100000,1.51000000,,7.11370200000,0.0580000000,429.00,3568.00,-1.49485,0.482000,0.510238,3.8600,M2 V,Transit,2014,0
Kepler-174 b,Kepler-174,384.75700000,1.96000000,,13.98179000000,0.1000000000,553.00,4880.00,-0.57040,0.622000,0.602000,4.9000,,Transit,2014,0
Kepler-231 c,Kepler-231,316.61800000,1.93000000,2.41000000000000e+01,19.27156600000,0.1140000000,393.00,3767.00,-1.03621,0.490000,0.580000,3.1500,M1 V,Transit,2014,0
Kepler-197 c,Kepler-197,330.57500000,1.23000000,5.30000000000000e+00,10.34969500000,0.0900000000,930.00,6004.00,0.22187,1.120000,0.857000,5.3700,,Transit,2014,0
Kepler-151 b,Kepler-151,649.91900000,3.06000000,,15.22895800000,0.1160000000,639.00,5460.00,-0.33413,0.830000,0.870000,4.6000,,Transit,2014,0
Kepler-241 b,Kepler-241,512.00000000,2.33000000,,12.71809200000,0.0940000000,562.00,4699.00,-0.60729,0.668000,0.671000,13.9000,,Transit,2014,0
Kepler-232 b,Kepler-232,1349.13000000,3.08000000,,4.43122200000,0.0540000000,1104.00,5847.00,0.05183,0.968000,0.970000,1.4000,,Transit,2014,0
Kepler-233 b,Kepler-233,856.41700000,2.43000000,,8.47238200000,0.0770000000,751.00,5360.00,-0.32754,0.758000,0.855000,0.6000,,Transit,2014,0
Kepler-143 b,Kepler-143,809.46700000,2.41000000,,16.00758300000,0.1270000000,838.00,5848.00,0.29363,1.359000,0.982000,9.3300,,Transit,2014,0
Kepler-332 d,Kepler-332,344.19000000,1.18000000,,34.21154000000,0.1890000000,427.00,4955.00,-0.58370,0.720000,0.743000,2.8200,,Transit,2014,0
HIP 9618 b,HIP 9618,67.54780000,3.82838127,8.30000000000000e+00,20.77285800000,0.1450000000,640.88,5649.00,-0.07160,0.959300,0.942000,5.6000,,Transit,2023,0
TOI-1453 b,TOI-1453,78.74150000,1.17300000,2.32000000000000e+00,4.31352250000,,944.20,4975.00,-0.57539,0.720000,0.715000,12.0000,,Transit,2025,0
TOI-1450 A b,TOI-1450 A,22.44670000,1.13000000,1.25800000000000e+00,2.04392740000,,722.00,3437.00,-1.56499,0.483000,0.480000,,M3.0 V,Transit,2024,0
GJ 3512 c,GJ 3512,9.48637000,14.30000000,,2354.00000000000,1.7310000000,,3141.00,-2.80410,0.139000,0.123000,5.5000,M5.5 V,Radial Velocity,2020,0
TOI-1450 A c,TOI-1450 A,22.44670000,1.13000000,,5.06880000000,,533.00,3437.00,-1.56499,0.483000,0.480000,,M3.0 V,Transit,2024,0
Kepler-453 b,Kepler-453,442.84600000,6.20400000,1.60000000000000e+01,240.50300000000,0.7903000000,,5527.00,-0.22050,0.833000,0.944000,2.4900,,Transit,2015,0
TOI-1420 b,TOI-1420,201.91800000,11.89000000,2.51000000000000e+01,6.95610630000,0.0710000000,957.00,5510.00,-0.15181,0.923000,0.987000,10.7000,,Transit,2023,0
KOI-4978 b,KOI-4978,936.34100000,0.70000000,,0.94196700000,,,5050.28,-0.17690,0.966000,0.859000,1.4800,G,Transit,2024,0
Kepler-311 d,Kepler-311,778.65400000,2.05000000,,232.04032600000,0.7326000000,327.00,5903.00,0.19328,1.156000,0.974000,1.9500,,Transit,2023,0
K2-369 b,K2-369,185.55000000,1.31300000,,5.76161200000,,,5682.00,-0.12109,0.881000,0.735000,,,Transit,2022,0
HD 93083 b,HD 93083,28.51590000,14.30000000,,144.72000000000,0.5080000000,,5033.80,-0.39041,0.837000,0.836000,10.7100,K2 IV-V,Radial Velocity,2005,0
LHS 1678 d,LHS 1678,19.87820000,0.98100000,,4.96522290000,0.0400000000,462.95,3490.00,-1.83863,0.329000,0.345000,7.0000,M2.0 V,Transit,2024,0
Kepler-1515 b,Kepler-1515,539.32100000,9.55000000,,214.31141640000,0.7523500000,380.00,6511.00,0.56587,1.410000,1.300000,1.8200,,Transit,2016,0
TOI-5616 b,TOI-5616,390.41500000,10.78000000,6.24000000000000e+02,2.00284900000,0.0272000000,939.00,3996.00,-0.99268,0.646000,0.666000,7.2000,,Transit,2024,0
TOI-2194 b,TOI-2194,19.57110000,1.98920000,,15.33759700000,,590.88,4756.00,-0.68955,0.690900,0.740000,,,Transit,2023,0
K2-388 b,K2-388,290.49500000,3.90000000,,6.33932000000,,874.00,5310.00,-0.21167,0.910000,0.930000,,G8,Transit,2022,0
K2-397 b,K2-397,199.35400000,2.41700000,,3.57232600000,,,5387.00,-0.14497,0.966000,0.937000,,G7,Transit,2022,0
KIC 3558849 b,KIC 3558849,1215.70000000,6.90000000,,1322.30000000000,,,6175.00,0.40531,1.010000,0.980000,,,Transit,2015,0
HD 215152 c,HD 215152,21.59740000,,4.68796900325000e+02,7.28243000000,0.0673930000,,4935.00,-0.52254,0.730000,0.770000,,K3 V,Radial Velocity,2018,0
Kepler-440 b,Kepler-440,301.03000000,1.86000000,,101.11141000000,0.2420000000,229.00,4134.00,-1.10200,0.559000,0.575000,1.3000,,Transit,2015,0
HD 23472 e,HD 23472,39.03410000,0.81800000,7.20000000000000e-01,7.90754000000,0.0680000000,723.00,4684.00,-0.62525,0.710000,0.670000,,K4 V,Transit,2022,0
HD 73344 c,HD 73344,35.26000000,13.50000000,,65.94000000000,0.3388000000,,6148.00,0.26184,1.220000,1.190000,1.1500,F6 V,Radial Velocity,2025,0
TOI-1301.01,TOI-1301,90.86930000,2.47700000,,6.09640720900,0.0598660000,737.36,4820.00,-0.59857,0.732000,0.770000,,,Transit,2024,0
TOI-1221 b,TOI-1221,138.41100000,2.91000000,1.11239942450000e+03,91.68278000000,0.3870000000,440.00,5592.00,-0.01689,1.031000,0.930000,10.0000,,Transit,2023,0
Kepler-490 b,Kepler-490,1523.00000000,11.65000000,,3.26869515400,0.0453000000,1597.00,6045.00,0.36497,1.120000,1.080000,3.4700,,Transit,2016,0
TOI-697 b,TOI-697,93.77140000,2.35859364,,8.60788713593,,839.80,5681.95,-0.10598,0.968149,0.970000,,,Transit,2026,0
EPIC 220674823 c,EPIC 220674823,244.59000000,2.71200000,7.90000000000000e+00,13.34060300000,0.1078000000,838.00,5578.00,-0.11919,0.990000,0.913000,7.5000,G5 V,Transit,2016,0
Kepler-949 b,Kepler-949,486.10500000,2.91000000,,8.68930729600,0.0773900000,782.00,5403.00,-0.44164,0.860000,0.890000,4.5700,,Transit,2016,0
TOI-544 b,TOI-544,41.11660000,2.01800000,2.89000000000000e+00,1.54835200000,0.0225000000,999.00,4169.00,-0.90049,0.623000,0.631000,9.0000,,Transit,2022,0
Kepler-109 c,Kepler-109,474.86100000,2.65000000,8.20000000000000e+00,21.22265000000,0.1546000000,859.00,5950.00,0.34654,1.387000,1.094000,6.2000,,Transit,2014,0
TOI-2266 b,TOI-2266,51.60040000,1.54000000,,2.32631800000,0.0200000000,550.00,3200.00,-2.16716,0.240000,0.230000,0.3000,M5.0+0.5-0.5,Transit,2024,0
TOI-1744.01,TOI-1744,114.39000000,2.68000000,,22.34170292700,0.1640860000,598.00,6179.00,0.23178,1.140000,1.180000,,,Transit,2024,0
HATS-66 b,HATS-66,1477.98000000,15.81589900,1.69403390000000e+03,3.14143910000,0.0471400000,1998.00,6626.00,0.76716,1.841000,1.411000,2.1700,,Transit,2018,0
K2-13 b,K2-13,342.39400000,1.89000000,,39.91488000000,0.2114000000,511.00,5698.00,-0.13534,0.780000,0.800000,,G3,Transit,2015,0
KIC 8540376 b,KOI-7892,1072.30000000,4.10000000,,31.80990000000,,,6474.00,0.29870,1.260000,1.040000,,,Transit,2015,0
KIC 8540376 c,KOI-7892,1072.30000000,2.40000000,,75.20000000000,,,6474.00,0.29870,1.260000,1.040000,,,Transit,2015,0
Kepler-436 b,Kepler-436,588.86700000,2.73000000,,64.00205000000,0.3390000000,322.00,4651.00,-0.70100,0.697000,0.729000,3.0000,,Transit,2015,0
Kepler-441 b,Kepler-441,268.00300000,1.64000000,,207.24820000000,0.6400000000,189.00,4340.00,-1.05100,0.550000,0.572000,1.9000,,Transit,2015,0
TOI-1224 c,TOI-1224,37.33120000,2.88400000,,17.94546600000,,303.12,3326.00,-1.69680,0.404000,0.400000,0.2100,,Transit,2024,0
K2-155 c,K2-155,72.79980000,2.60000000,,13.85000000000,0.0946000000,583.00,4258.00,-1.22915,0.580000,0.650000,,K7,Transit,2018,0
TOI-808 b,TOI-808,98.18480000,2.20344362,,9.73944854026,,710.98,5078.20,-0.35523,0.833198,0.870000,,,Transit,2026,0
TOI-2088 b,TOI-2088,126.46000000,3.68311790,3.70000000000000e+01,124.72997000000,0.4720000000,300.33,5081.00,-0.36151,0.848100,0.902700,4.5000,,Transit,2024,0
WASP-1 b,WASP-1,393.07200000,16.62300000,2.71415000000000e+02,2.51994540000,0.0388900000,1812.00,6110.00,0.44091,1.470000,1.240000,3.4000,F7 V,Transit,2007,0
HD 224018 d,HD 224018,105.48000000,2.40000000,4.20000000000000e+00,138.07310000000,0.5300000000,411.00,5784.00,0.12385,1.147000,1.013000,7.0000,G V,Transit,2025,0
TOI-1782.01,TOI-1782,95.26490000,2.36800000,,4.98764102800,0.0502400000,697.84,4336.00,-0.84649,0.669000,0.680000,,,Transit,2024,0
K2-141 c,K2-141,61.87360000,7.00000000,8.00000000000000e+00,7.74850000000,0.0683000000,695.00,4570.00,-0.75000,0.681000,0.708000,6.3000,K7 V,Transit,2018,0
TOI-4487 A b,TOI-4487 A,479.14500000,14.60530185,3.97285508750000e+02,3.95407090000,0.0544800000,1639.00,6206.00,0.55267,1.634000,1.378000,2.4500,,Transit,2025,0
GJ 3512 b,GJ 3512,9.48637000,14.30000000,,203.10900000000,0.3376000000,,3141.00,-2.80410,0.139000,0.123000,5.5000,M5.5 V,Radial Velocity,2019,0
HD 95338 b,HD 95338,36.99410000,4.27174254,4.29000000000000e+01,55.08269400000,0.2620000000,443.00,5097.00,-0.30980,0.868000,0.848000,9.5000,K0.5 V,Radial Velocity,2020,0
HD 215497 b,HD 215497,40.54680000,,1.58882420659300e+03,3.93404000000,0.0500000000,,5110.00,-0.41000,0.850000,0.670000,5.8000,K3 V,Radial Velocity,2009,0
Kepler-435 b,Kepler-435,1418.77000000,22.31000000,2.66970000000000e+02,8.60015360000,0.0948000000,1729.00,6161.00,1.12900,3.210000,1.538000,2.2500,,Transit,2015,0
Qatar-5 b,Qatar-5,367.65800000,12.40836300,1.37302560000000e+03,2.87923190000,0.0412700000,1415.00,5747.00,0.05614,1.076000,1.128000,0.5300,G2 V,Transit,2017,0
COCONUTS-2 b,COCONUTS-2 A,10.88640000,12.44196858,2.54262725600000e+03,402000000.00000000000,7506.0000000000,434.00,3406.00,-1.73200,0.388000,0.370000,0.4750,M3 V,Imaging,2021,0
K2-333 b,K2-333,343.99000000,6.18000000,,14.75928700000,,826.00,5880.00,0.16523,1.220000,1.060000,,,Transit,2021,0
TOI-2145 b,TOI-2145,224.73100000,12.24020692,1.80526535176000e+03,10.26112800000,0.1117000000,1484.00,6206.00,0.99651,2.750000,1.710000,1.6000,,Transit,2023,0
Kepler-68 c,Kepler-68,144.16600000,0.97900000,1.30000000000000e+00,9.60502700000,0.0900800000,1052.00,5847.00,0.23106,1.256400,1.057000,6.8400,,Transit,2013,0
HD 28471 b,HD 28471,43.64550000,1.75000000,,3.16490000000,0.0420000000,1377.00,5766.00,0.06167,1.080000,0.980000,6.5600,G5 V,Radial Velocity,2025,0
TOI-500 e,TOI-500,47.39240000,3.99000000,,61.30000000000,,,4440.00,-0.70002,0.678000,0.740000,5.0000,K6 V,Radial Velocity,2022,0
HATS-56 b,HATS-56,564.40900000,18.92079200,1.91333660000000e+02,4.32479900000,0.0604300000,1902.00,6536.00,0.89763,2.201000,1.573000,1.8940,,Transit,2019,0
HAT-P-12 b,HAT-P-12,142.75100000,10.74900000,6.70590000000000e+01,3.21305980000,0.0384000000,963.00,4650.00,-0.67800,0.701000,0.733000,2.5000,K4,Transit,2009,0
TOI-2046 b,TOI-2046,289.66800000,16.14093221,7.31005336100000e+02,1.49718420000,,1828.82,6250.00,0.27967,1.210000,1.130000,0.4500,F8 V,Transit,2022,0
HD 215497 c,HD 215497,40.54680000,13.00000000,1.11239942450000e+02,566.00000000000,1.3100000000,,5113.00,-0.41000,0.850000,0.920000,5.8000,K3 V,Radial Velocity,2009,0
HAT-P-33 b,HAT-P-33,396.11000000,20.73665000,2.92403600000000e+02,3.47447000000,0.0499500000,1782.00,6446.00,0.61800,1.790000,1.820000,2.3000,F4,Transit,2011,0
HD 149026 b,HD 149026,75.86430000,8.29466000,1.20775400000000e+02,2.87589000000,0.0436400000,1626.00,6179.00,0.48000,1.410000,1.420000,2.6000,G0,Radial Velocity,2005,0
TOI-6383 A b,TOI-6383 A,171.31900000,11.29000000,3.31000000000000e+02,1.79058695000,0.0229200000,745.00,3444.00,-1.48678,0.457000,0.458000,,M3,Transit,2024,0
HD 100508 b,HD 100508,32.75480000,13.70000000,3.81394088400000e+02,5681.00000000000,6.1100000000,,5419.00,-0.09420,1.017900,0.940000,,K1 IV,Radial Velocity,2026,0
HATS-16 b,HATS-16,757.04400000,14.57170000,1.03930410000000e+03,2.68650200000,0.0374400000,1592.00,5738.00,0.17319,1.238000,0.970000,9.5000,G3 V,Transit,2016,0
TOI-1799 b,TOI-1799,62.12740000,1.64200000,4.00000000000000e+00,7.09457086500,0.0725020000,922.72,5690.00,-0.06198,0.957000,1.010000,5.1000,,Transit,2024,0
DMPP-4 b,DMPP-4,25.32840000,3.53000000,,3.49820000000,0.0485300000,,6400.00,0.45939,1.380000,1.250000,2.1500,F5-F8 V,Radial Velocity,2023,0
HD 191939 b,HD 191939,53.60890000,3.41000000,1.00000000000000e+01,8.88032560000,0.0804000000,880.00,5348.00,-0.18709,0.940000,0.810000,8.7000,G9 V,Transit,2020,0
TOI-333 b,TOI-333,352.26900000,4.26000000,2.01000000000000e+01,3.78525030000,0.0490000000,1445.00,6241.00,0.21559,1.100000,1.200000,1.0000,,Transit,2025,0
Kepler-19 b,Kepler-19,218.56200000,2.20900000,6.10000000000000e+00,9.28699000000,0.0846000000,851.00,5541.00,-0.16056,0.859000,0.936000,1.9000,,Transit,2011,0
Kepler-1999 b,Kepler-1999,701.25500000,3.29000000,,8.73967580000,0.0713000000,577.00,4406.00,-0.77323,0.628000,0.632000,,,Transit,2023,0
TOI-3353.01,TOI-3353,78.75770000,2.66675550,,4.66579650000,0.0601182180,1264.36,6365.00,-0.02640,1.020700,1.332089,,,Transit,2024,0
K2-14 b,K2-14,364.04800000,4.81000000,,8.36802000000,0.0627000000,488.00,3789.00,-0.96847,0.450000,0.470000,,M0,Transit,2015,0
K2-15 b,K2-15,493.99200000,2.48000000,,11.81040000000,0.0910000000,676.00,5131.00,-0.45314,0.680000,0.720000,,G8,Transit,2015,0
K2-17 b,K2-17,125.10600000,2.23000000,,17.96753000000,0.1190000000,487.00,4320.00,-0.99660,0.660000,0.710000,,K7,Transit,2015,0
KIC 10525077 b,KIC 10525077,1461.15000000,5.50000000,,854.08300000000,,,6091.00,0.12899,1.010000,1.010000,,,Transit,2015,0
KIC 5437945 b,KIC 5437945,1274.01000000,6.40000000,,440.78130000000,1.1967100000,308.00,6340.00,0.64137,1.240000,1.070000,5.0100,,Transit,2015,0
Kepler-442 b,Kepler-442,365.96500000,1.34000000,,112.30530000000,0.4090000000,241.00,4402.00,-0.93200,0.598000,0.609000,2.9000,,Transit,2015,0
HD 67087 b,HD 67087,76.52170000,13.10000000,,352.20000000000,1.0800000000,,6330.00,0.54000,1.550000,1.360000,1.4500,F8 V,Radial Velocity,2015,0
TOI-1411 b,TOI-1411,32.47780000,1.19880592,2.00000000000000e+00,1.45205270000,0.0212200000,976.40,4115.00,-1.01323,0.614000,0.604500,9.6000,,Transit,2022,0
K2-285 c,K2-285,154.96100000,3.53000000,1.56800000000000e+01,7.13804800000,0.0824000000,741.40,4975.00,-0.42183,0.787000,0.830000,,K2 V,Transit,2018,0
Kepler-785 b,Kepler-785,642.05100000,13.02000000,,1.97376092600,0.0250000000,753.00,4739.00,-0.68251,0.710000,0.770000,2.8200,,Transit,2016,0
TOI-1036 b,TOI-1036,184.01500000,6.28499593,,3.77952125496,,1294.00,5664.68,0.14017,1.175540,1.030000,,,Transit,2026,0
WASP-62 b,WASP-62,175.63100000,14.79588000,1.65271600000000e+02,4.41195000000,0.0571000000,1475.30,6230.00,0.34560,1.230000,1.110000,2.6000,,Transit,2012,0
