pl_name,hostname,sy_dist,pl_rade,pl_masse,pl_orbper,pl_orbsmax,pl_eqt,st_teff,st_lum,st_rad,st_mass,st_age,st_spectype,discoverymethod,disc_year,pl_controv_flag
TOI-938 b,TOI-938,215.03400000,4.82401567,,8.80733882211,,1073.00,5829.42,0.04878,0.985134,1.100000,,,Transit,2026,0
K2-372 b,K2-372,463.88000000,2.94500000,,9.84407700000,,,5479.00,-0.12154,0.922000,0.847000,,,Transit,2022,0
HD 33142 d,HD 33142,121.37500000,9.32000000,,89.90000000000,0.4520000000,,5025.40,1.00043,4.170000,1.520000,2.7200,K0 III,Radial Velocity,2022,0
nu Oph c,nu Oph,46.21070000,12.00000000,7.83832346000000e+03,3180.60000000000,5.8290000000,,4887.00,1.89476,12.240000,2.610000,0.6500,K0 III,Radial Velocity,2012,0
HD 32963 b,HD 32963,38.07860000,13.40000000,6.57904802490000e+02,2372.00000000000,3.4100000000,,5727.00,0.06398,1.111044,0.940000,4.9900,G5 IV,Radial Velocity,2015,0
Kepler-437 b,Kepler-437,304.00000000,2.14000000,,66.65062000000,0.2880000000,308.00,4551.00,-0.76200,0.680000,0.707000,2.9000,,Transit,2015,0
HIP 78530 b,HIP 78530,136.75900000,12.00000000,7.30000000000000e+03,,740.0000000000,2700.00,10500.00,1.36840,2.108760,2.500000,0.0050,B9 V,Imaging,2010,0
1RXS J160929.1-210524 b,1RXS J160929.1-210524,139.13500000,18.64700000,3.00000000000000e+03,,330.0000000000,1700.00,4060.00,-0.37000,1.313160,0.850000,0.0050,K7 V,Imaging,2008,0
OGLE-2012-BLG-0563L b,OGLE-2012-BLG-0563L,1300.00000000,13.60000000,1.20000000000000e+02,,0.7400000000,,,,,0.340000,,,Microlensing,2015,0
Kepler-296 c,Kepler-296,167.00000000,2.00000000,,5.84163660000,0.0521000000,606.00,3740.00,-1.50864,0.480000,0.498000,4.2000,M2 V,Transit,2014,0
OGLE-2016-BLG-1266L b,OGLE-2016-BLG-1266L,3080.00000000,12.40000000,3.81394088400000e+03,,0.4300000000,,,,,0.015000,,,Microlensing,2018,0
TOI-5218 b,TOI-5218,377.48300000,9.86000000,6.57000000000000e+02,4.29145200000,0.0469000000,783.00,4230.00,-0.82391,0.708000,0.739000,6.7000,,Transit,2024,0
TOI-1516 b,TOI-1516,247.05400000,15.24421375,1.00433776612000e+03,2.05601400000,,1839.00,6520.00,0.39065,1.140000,1.140000,4.8200,F8 V,Transit,2022,0
TYC 8998-760-1 c,TYC 8998-760-1,94.61770000,12.32990000,1.90698000000000e+03,,320.0000000000,1240.00,4573.00,-0.33900,0.953811,1.000000,0.0167,K3 IV,Imaging,2020,0
TOI-332 b,TOI-332,222.85200000,3.20000000,5.72000000000000e+01,0.77703800000,0.0159000000,1871.00,5251.00,-0.22143,0.870000,0.880000,5.0000,K0 V,Transit,2023,0
Kepler-731 b,Kepler-731,1257.16000000,13.88000000,,3.85560355100,0.0505000000,1212.00,5849.00,0.03524,1.060000,1.030000,3.8000,,Transit,2016,0
K2-265 b,K2-265,138.67100000,1.70824866,7.34183620170000e+00,2.36902000000,0.0335900000,1366.00,5420.00,-0.18243,0.920000,0.901000,7.8000,G8 V,Transit,2018,0
KMT-2022-BLG-1818L b,KMT-2022-BLG-1818L,5300.00000000,13.00000000,1.27131362800000e+03,,2.6000000000,,,,,0.790000,,,Microlensing,2026,0
WASP-2 b,WASP-2,153.24200000,12.11692900,2.95899730000000e+02,2.15217500000,0.0314400000,1311.00,5180.00,-0.31336,0.866000,0.895000,8.2000,K1,Transit,2007,0
HD 106315 c,HD 106315,109.35300000,4.35000000,1.52000000000000e+01,21.05704000000,0.1536000000,886.00,6327.00,0.39454,1.296000,1.091000,4.4800,F5 V,Transit,2017,0
WASP-28 b,WASP-28,348.49400000,13.66374747,2.82549453823000e+02,3.40883495000,0.0442000000,1456.00,6084.00,0.15000,1.083000,0.993000,5.5000,F8,Transit,2014,0
TOI-2141 c,TOI-2141,77.68200000,2.35000000,,5.46240000000,0.0585000000,1095.00,5635.00,-0.05000,0.950000,0.896000,9.0000,,Radial Velocity,2025,0
Kepler-856 b,Kepler-856,1351.17000000,9.30000000,,8.02768059500,0.0787000000,824.00,5535.00,-0.02166,0.930000,0.960000,4.2700,,Transit,2016,0
HD 113538 b,HD 113538,16.28170000,13.20000000,,663.20000000000,1.2400000000,,4462.00,-1.04576,0.530000,0.585000,4.3000,K9 V,Radial Velocity,2010,0
Kepler-79 e,Kepler-79,1020.72000000,3.49000000,4.10000000000000e+00,81.06590000000,0.3860000000,511.00,6174.00,0.34200,1.302000,1.165000,3.4400,,Transit,2014,0
Kepler-79 c,Kepler-79,1020.72000000,3.72000000,5.90000000000000e+00,27.40290000000,0.1870000000,734.00,6174.00,0.34200,1.302000,1.165000,3.4400,,Transit,2012,0
Kepler-296 d,Kepler-296,167.00000000,2.09000000,,19.85029100000,0.1180000000,403.00,3740.00,-1.50864,0.480000,0.498000,4.2000,M2 V,Transit,2014,0
BD+15 2375 b,BD+15 2375,768.04500000,13.80000000,,153.22000000000,0.5760000000,,4649.00,1.57000,8.950000,1.080000,7.4100,G5,Radial Velocity,2016,0
HD 5583 b,HD 5583,219.21600000,12.80000000,,139.35000000000,0.5300000000,,4830.00,1.61000,9.090000,1.010000,7.4100,,Radial Velocity,2016,0
HD 113538 c,HD 113538,16.28170000,13.80000000,,1818.00000000000,2.4400000000,,4462.00,-1.04576,0.530000,0.585000,4.3000,K9 V,Radial Velocity,2010,0
HD 30669 b,HD 30669,58.08440000,14.30000000,,1684.00000000000,2.6900000000,,5400.00,-0.14602,0.910000,0.920000,4.8000,G9 V,Radial Velocity,2014,0
Kepler-79 b,Kepler-79,1020.72000000,3.47000000,1.09000000000000e+01,13.48450000000,0.1170000000,929.00,6174.00,0.34200,1.302000,1.165000,3.4400,,Transit,2012,0
Kepler-296 e,Kepler-296,167.00000000,1.53000000,,34.14211000000,0.1690000000,337.00,3740.00,-1.50864,0.480000,0.498000,4.2000,M2 V,Transit,2014,0
Kepler-296 f,Kepler-296,167.00000000,1.80000000,,63.33627000000,0.2550000000,274.00,3740.00,-1.50864,0.480000,0.498000,4.2000,M2 V,Transit,2014,0
WASP-180 A b,WASP-180 A,253.98500000,13.89916000,2.86047000000000e+02,3.40926400000,0.0480000000,1540.00,6600.00,0.31533,1.190000,1.300000,1.2000,F7 V,Transit,2019,0
GJ 1137 c,HD 93083,28.51590000,2.11000000,,9.64120000000,0.0835000000,,5033.80,-0.39041,0.837000,0.836000,10.7100,K2 IV-V,Radial Velocity,2026,0
Kepler-1869 b,Kepler-1869,113.02500000,1.11955354,,8.16736030600,0.0797600000,865.00,5808.00,-0.05012,0.902000,0.987000,1.2900,,Transit,2021,0
TOI-421 b,TOI-421,74.79690000,2.64000000,6.70000000000000e+00,5.19757600000,0.0554000000,922.00,5291.00,-0.26777,0.866000,0.833000,10.9000,G9 V,Transit,2020,0
HD 12484 b,HD 12484,48.33670000,13.20000000,,58.83000000000,0.2970000000,,5920.00,0.02217,1.001848,1.010000,,F8,Radial Velocity,2016,0
HIP 65407 b,HIP 65407,61.78040000,14.30000000,,28.12500000000,0.1770000000,,5460.00,-0.18603,0.952252,0.930000,,K0,Radial Velocity,2016,0
HD 108341 b,HD 108341,48.91020000,13.30000000,7.15113915750000e+02,1129.00000000000,2.0000000000,,5122.00,-0.37001,0.790000,0.843000,4.9000,K2 V,Radial Velocity,2014,0
HD 103720 b,HD 103720,45.53520000,14.10000000,,4.55570000000,0.0498000000,,5017.00,-0.45834,0.730000,0.794000,3.8000,K3 V,Radial Velocity,2014,0
TOI-521 b,TOI-521,60.94250000,1.98000000,5.30000000000000e+00,1.54285047000,0.0195000000,794.00,3544.00,-1.59860,0.421000,0.420000,0.8000,M3,Transit,2025,0
TOI-4641 b,TOI-4641,86.35010000,8.18255591,1.22999593509000e+03,22.09341000000,0.1730000000,950.11,6560.00,0.69461,1.720000,1.410000,2.6900,,Transit,2023,0
TOI-5542 b,TOI-5542,348.84900000,11.30986153,4.19533497240000e+02,75.12375000000,0.3320000000,441.00,5700.00,1.05700,1.058000,0.890000,10.8000,G3 V,Transit,2022,0
K2-339 b,K2-339,360.36000000,1.92000000,,19.50742800000,,508.00,4857.00,-0.65173,0.720000,0.740000,,,Transit,2021,0
Kepler-1980 b,Kepler-1980,1709.40000000,2.21000000,,33.02571790000,0.2049000000,564.00,5819.00,0.22397,0.990000,1.049000,,,Transit,2023,0
TOI-1789 b,TOI-1789,229.06700000,16.14093221,2.22479884900000e+02,3.20866400000,0.0488200000,1927.00,5991.00,0.73640,2.168000,1.507000,2.7300,F,Transit,2021,0
CoRoT-28 b,CoRoT-28,766.18300000,10.70459500,1.53829720000000e+02,5.20851000000,0.0603000000,,5150.00,0.38849,1.780000,1.010000,12.0000,G8/9 IV,Transit,2015,0
WASP-98 b,WASP-98,281.74200000,12.82309600,2.93039260000000e+02,2.96264036000,0.0376200000,1171.00,5473.00,-0.35780,0.741000,0.809000,2.7000,G7,Transit,2014,0
HIP 66074 b,HIP 66074,35.44380000,12.90000000,1.58914203500000e+03,310.90000000000,0.7990000000,,4300.00,-0.81816,0.690000,0.705000,7.9000,,Astrometry,2023,0
TOI-3135 b,TOI-3135,221.67300000,13.65253849,3.27363259210000e+02,3.70655850000,0.0475600000,1292.00,5890.00,0.02119,0.985000,1.044000,1.8000,,Transit,2025,0
Kepler-1814 c,Kepler-1814,726.34600000,1.76000000,,0.62628176600,0.0133000000,1711.00,4922.00,-0.50574,0.823000,0.790000,2.8200,,Transit,2023,0
HD 94771 b,HD 94771,57.78070000,14.20000000,,2164.00000000000,3.4800000000,,5631.00,0.51587,1.903000,1.200000,5.7330,G3/G5 V,Radial Velocity,2023,0
TOI-4087 b,TOI-4087,301.67600000,13.04725353,2.32014737110000e+02,3.17748350000,0.0446900000,1458.00,6060.00,0.17609,1.112000,1.178000,0.8000,,Transit,2023,0
TOI-286 c,TOI-286,59.22930000,1.88000000,3.72000000000000e+00,39.36182600000,0.2130000000,475.00,5152.00,-0.41364,0.780000,0.832000,,K3 V,Transit,2024,0
Kepler-1894 b,Kepler-1894,935.19100000,1.20117759,,2.76266002700,0.0385000000,1231.00,5772.00,-0.26976,0.901000,0.999000,0.5000,,Transit,2021,0
TOI-2019 b,TOI-2019,198.00700000,5.33275337,3.44000000000000e+01,15.34440000000,0.1280000000,917.46,5626.00,0.44075,1.745700,1.183200,6.4000,,Transit,2024,0
NGTS-10 b,NGTS-10,324.69865036,13.50684500,6.87148460000000e+02,0.76689440000,0.0143000000,1332.00,4600.00,-0.75673,0.697000,0.696000,10.4000,K5 V,Transit,2020,0
TOI-1105 b,TOI-1105,79.52250000,3.05823658,,10.86818410933,,594.00,4678.46,-0.61342,0.755833,0.740000,,,Transit,2026,0
TOI-2076 e,TOI-2076,41.90910000,1.30100000,4.70000000000000e+00,3.02237530000,0.0386300000,1110.00,5187.00,-0.42285,0.758000,0.849000,0.2100,K V,Transit,2025,0
TOI-1117 b,TOI-1117,167.59800000,2.46000000,8.90000000000000e+00,2.22816000000,0.0330000000,1538.00,5635.00,-0.44370,1.050000,0.970000,4.4200,G5 V,Transit,2025,0
SPECULOOS-3 b,SPECULOOS-3,,0.97700000,,0.71912603000,0.0073300000,553.00,2800.00,-3.07831,0.123000,0.100900,6.6000,M6.5+/-0.5,Transit,2024,0
TOI-4600 b,TOI-4600,216.05600000,6.80000000,9.59841789140000e+02,82.68690000000,0.3490000000,347.00,5170.00,-0.37675,0.810000,0.890000,2.3000,K V,Transit,2023,0
K2-140 b,K2-140,347.91700000,13.56286665,2.95580418510000e+02,6.56918800000,0.0680000000,962.00,5585.00,-0.04915,1.060000,0.960000,9.8000,G6 V,Transit,2017,0
Kepler-434 b,Kepler-434,1222.54000000,12.67000000,9.08960000000000e+02,12.87470990000,0.1143000000,1000.00,5977.00,0.33000,1.380000,1.198000,4.0000,,Transit,2015,0
Kepler-433 b,Kepler-433,1878.31000000,16.25000000,8.96240000000000e+02,5.33408384000,0.0679000000,1776.00,6360.00,0.88000,2.260000,1.460000,2.6700,,Transit,2015,0
HATS-43 b,HATS-43,362.27300000,13.22662000,8.29536300000000e+01,4.38884970000,0.0494400000,1003.00,5099.00,-0.39794,0.812000,0.837000,8.6000,,Transit,2018,0
2M0437 b,2MASS J04372171+2651014,128.48400000,13.00000000,1.27131362800000e+03,,118.0000000000,1450.00,3100.00,-1.16368,0.840000,0.170000,0.0025,M V,Imaging,2021,0
Kepler-1518 b,Kepler-1518,903.51000000,3.05000000,,5.11177904000,0.0593000000,1351.00,6846.00,0.69092,1.880000,1.540000,1.4800,,Transit,2016,0
TOI-4773 b,TOI-4773,492.88800000,15.22179579,1.68766884117000e+03,1.74528510000,0.0321600000,2255.00,6740.00,0.64836,1.550000,1.452000,1.0700,,Transit,2025,0
Kepler-685 b,Kepler-685,938.71500000,10.58000000,,1.62552220000,0.0265000000,1579.00,5963.00,-0.05138,1.160000,1.110000,3.3900,,Transit,2016,0
TOI-1806.01,TOI-1806,55.52110000,3.40953670,,15.14546930000,0.0877350440,337.47,3272.00,-1.77852,0.401575,0.392935,,,Transit,2024,0
K2-378 b,K2-378,687.97300000,2.88000000,,2.06043800000,,,4823.00,-0.56665,0.732000,0.923000,,,Transit,2022,0
TOI-762 A b,TOI-762 A,98.44580000,8.33948164,7.97749301570000e+01,3.47168260000,0.0341800000,555.40,3266.00,-1.73283,0.425000,0.442000,9.3000,,Transit,2024,0
HD 207897 b,HD 207897,28.29380000,2.34302132,1.48000000000000e+01,16.20166000000,0.1170000000,581.75,5106.00,-0.42136,0.782700,0.820800,4.7000,K0 V,Transit,2021,0
TOI-1736 b,TOI-1736,88.94820000,3.18175535,1.23000000000000e+01,7.07307600000,0.0730000000,1099.79,5636.00,0.27068,1.428600,1.037300,9.2000,,Transit,2023,0
NGTS-21 b,NGTS-21,592.89100000,14.90794433,7.50075040520000e+02,1.54338970000,0.0236000000,1357.00,4660.00,-0.53854,0.860000,0.720000,10.0200,K3 V,Transit,2022,0
HD 75302 b,HD 75302,30.32880000,12.80000000,1.71627339780000e+03,4356.00000000000,5.3000000000,,5697.46,-0.07549,0.940904,1.060000,2.1000,G5 V,Radial Velocity,2023,0
TOI-4495 b,TOI-4495,132.21400000,2.48300000,7.70000000000000e+00,2.56699000000,0.0395700000,1735.00,6210.00,0.36656,1.309000,1.247000,1.9000,,Transit,2026,0
kap CrB b,kap CrB,30.06510000,13.40000000,6.35660000000000e+02,1253.68000000000,2.5000000000,,4840.00,1.03583,4.680000,1.330000,3.4200,K0 III-IV,Radial Velocity,2007,0
TOI-244 b,TOI-244,22.03370000,1.52000000,2.68000000000000e+00,7.39722500000,0.0559000000,458.00,3433.00,-1.64264,0.426000,0.428000,7.0000,M2.5 V,Transit,2023,0
TOI-2295 b,TOI-2295,126.27900000,16.47720163,2.78099856125000e+02,30.03330200000,0.1992000000,747.00,5730.00,0.31387,1.459000,1.168000,10.5000,,Transit,2024,0
HIP 109384 b,HIP 109384,58.95820000,13.50000000,,499.48000000000,1.1340000000,,5180.00,-0.31878,0.831075,0.780000,,G5,Radial Velocity,2016,0
HD 220842 b,HD 220842,64.64980000,13.10000000,,218.47000000000,0.7400000000,,5960.00,0.35703,1.416470,1.130000,,F8,Radial Velocity,2016,0
Kepler-445 d,Kepler-445,127.20100000,1.25000000,,8.15275000000,0.0439000000,305.00,3157.00,-2.09994,0.210000,0.180000,6.6100,M4,Transit,2015,0
Kepler-445 c,Kepler-445,127.20100000,2.51000000,,4.87122900000,0.0301000000,341.00,3157.00,-2.09994,0.210000,0.180000,6.6100,M4,Transit,2015,0
Kepler-432 b,Kepler-432,848.02300000,12.83430500,1.71946030000000e+03,52.50112900000,0.3010000000,812.00,4995.00,0.92561,4.060000,1.320000,4.2000,,Transit,2015,0
TOI-500 b,TOI-500,47.39240000,1.16600000,1.42000000000000e+00,0.54817700000,0.0118900000,1617.00,4440.00,-0.70002,0.678000,0.740000,5.0000,K6 V,Transit,2022,0
TIC 231949697 b,TIC 231949697,50.24080000,1.52831855,,0.90720448719,,982.91,3451.32,-1.38707,0.492584,0.490679,,,Transit,2026,0
Wolf 327 b,Wolf 327,28.53210000,1.24000000,2.53000000000000e+00,0.57347450000,0.0100000000,996.00,3542.00,-1.62986,0.406000,0.405000,4.1000,M2.5 V,Transit,2024,0
Kepler-1982 b,Kepler-1982,558.85500000,0.77000000,,3.82315697000,0.0511000000,1282.00,6202.00,0.37137,1.122000,1.213000,2.6300,,Transit,2023,0
TOI-4559 b,TOI-4559,31.63540000,1.41500000,,3.96599100000,0.0359000000,554.16,3558.00,-1.69250,0.374000,0.392000,7.0000,,Transit,2024,0
GJ 3929 c,GJ 3929,15.80950000,2.26000000,,15.04000000000,0.0810000000,317.00,3384.00,-1.96257,0.320000,0.313000,7.1000,M3.5 V,Radial Velocity,2022,0
Kepler-1513 b,Kepler-1513,349.24700000,8.59400000,4.83099178640000e+01,160.88420000000,0.5697100000,346.00,5491.00,-0.12901,0.950000,0.943000,7.0000,G V,Transit,2016,0
Kepler-10 d,Kepler-10,185.50600000,3.49000000,,151.06000000000,0.5379000000,387.00,5708.00,0.05467,1.065000,0.910000,10.6000,,Radial Velocity,2023,0
WASP-87 b,WASP-87,298.39200000,15.52446500,6.92869400000000e+02,1.68279500000,0.0294600000,2049.54,6450.00,0.53683,1.627000,1.204000,,,Transit,2016,0
OGLE2-TR-L9 b,OGLE2-TR-L9,1627.63000000,18.04600000,1.43017500000000e+03,2.48553350000,0.0308000000,2034.00,6933.00,0.51197,1.530000,1.520000,1.0000,,Transit,2008,0
HD 109833 c,HD 109833,79.55610000,2.59000000,,13.90014800000,,756.70,5881.00,0.07188,1.000000,1.080000,0.0270,,Transit,2022,0
GJ 9827 d,GJ 9827,29.66100000,1.98000000,3.02000000000000e+00,6.20183000000,0.0530000000,675.00,4236.00,-1.00436,0.580000,0.620000,5.4650,K7 V,Transit,2017,0
TOI-5704 b,TOI-5704,89.63700000,3.22740000,,3.77111600000,,949.07,4590.00,-0.63927,0.757500,0.730000,,,Transit,2023,0
TOI-5007 b,TOI-5007,203.35200000,11.07447293,2.11038062248000e+02,2.54337100000,0.0307000000,774.00,3793.00,-1.09528,0.656000,0.632000,4.0000,M1&plusmn;0.5,Transit,2026,0
TOI-6448 b,TOI-6448,386.87900000,8.47398941,,14.84426100000,0.1310000000,745.00,5910.00,-0.04191,0.897000,1.030000,0.0340,,Transit,2025,0
Kepler-1655 b,Kepler-1655,213.26000000,2.21300000,5.40000000000000e+00,11.87287870000,0.1029000000,938.00,6148.00,0.14315,1.030000,1.030000,2.5600,G0 V,Transit,2018,0
Kepler-880 c,Kepler-880,601.32400000,2.87000000,,11.80617370000,0.1216000000,1407.00,6900.00,0.66603,2.599000,1.714000,1.4100,,Transit,2023,0
Kepler-1624 b,Kepler-1624,258.97900000,6.59000000,,3.29031400000,0.0327000000,540.00,3768.00,-1.32262,0.552000,0.541000,4.4700,M V,Transit,2016,0
HAT-P-68 b,HAT-P-68,202.15200000,12.01604800,2.30108920000000e+02,2.29840551000,0.0299600000,1027.80,4508.00,-0.77911,0.670100,0.678500,11.1000,K,Transit,2020,0
NGTS-15 b,NGTS-15,786.48500000,12.32987877,2.38689133657000e+02,3.27623000000,0.0441000000,1146.00,5600.00,-0.08571,0.954000,0.995000,3.2800,G6 V,Transit,2021,0
HD 191939 g,HD 191939,53.60890000,3.74000000,,284.00000000000,0.8120000000,278.00,5348.00,-0.18709,0.940000,0.810000,8.7000,G9 V,Radial Velocity,2022,0
TOI-5688 A b,TOI-5688 A,226.31800000,10.30000000,1.24000000000000e+02,2.94815527000,0.0337900000,742.00,3713.00,-1.22841,0.570000,0.600000,7.2000,,Transit,2024,0
HD 94890 c,HD 94890,61.70120000,12.50000000,,2492.19000000000,4.3300000000,,4867.00,1.76350,10.710000,1.740000,,K0 III,Radial Velocity,2025,0
MWC 758 c,MWC 758,159.53700000,,,,100.0000000000,500.00,7314.00,1.01963,2.014460,1.500000,0.0035,A8Ve,Imaging,2023,0
HD 20794 b,HD 20794,6.00278000,1.45000000,,18.31400000000,0.1257000000,660.00,5368.00,-0.16311,0.930000,0.790000,5.7600,G6 V,Radial Velocity,2011,0
HD 158259 c,HD 158259,27.04980000,2.23000000,,3.43200000000,,,5801.89,0.21233,1.210000,1.080000,,G0,Radial Velocity,2020,0
HD 110067 e,HD 110067,32.15850000,1.94000000,3.90000000000000e+00,30.79309100000,0.1785000000,533.00,5266.00,-0.36224,0.788000,0.798000,8.1000,K0.0 V,Transit,2023,0
Kepler-20 b,Kepler-20,282.56300000,1.77300000,9.70000000000000e+00,3.69610490000,0.0456500000,1187.00,5495.00,-0.16451,0.916400,0.929000,5.6000,,Transit,2011,0
Kepler-1972 c,Kepler-1972,287.33900000,0.86800000,2.11000000000000e+00,11.32950000000,0.1049300000,1215.00,5818.00,0.29447,1.384000,1.120000,7.4000,,Transit,2022,0
TOI-5592 b,TOI-5592,597.02600000,17.14974047,2.85727737893000e+02,2.60858460000,0.0393500000,1789.00,6237.00,0.42160,1.393000,1.194000,3.6000,,Transit,2025,0
HR 858 b,HR 858,31.96400000,2.00400000,3.55000000000000e+00,3.58528700000,0.0488800000,1552.00,6354.00,0.36361,1.258000,1.204000,2.0000,F6 V,Transit,2019,0
OGLE-2008-BLG-092L b,OGLE-2008-BLG-092L,8100.00000000,8.74000000,5.70000000000000e+01,,15.0000000000,,,,,0.710000,,,Microlensing,2014,0
OGLE-2005-BLG-071L b,OGLE-2005-BLG-071L,3200.00000000,13.00000000,1.20000000000000e+03,,3.6000000000,55.00,,,,0.460000,,,Microlensing,2005,0
Kepler-445 b,Kepler-445,127.20100000,1.58000000,,2.98415100000,0.0217000000,401.00,3157.00,-2.09994,0.210000,0.180000,6.6100,M4,Transit,2015,0
Kepler-446 d,Kepler-446,96.33900000,1.35000000,,5.14892100000,0.0403000000,436.00,3359.00,-2.24766,0.240000,0.220000,3.7200,M4,Transit,2015,0
8 UMi b,8 UMi,162.55200000,13.50000000,,93.31000000000,0.4620000000,,4847.00,1.72346,10.730000,1.510000,1.7000,K0,Radial Velocity,2015,0
TOI-1750 b,TOI-1750,162.46000000,2.78943837,,11.33727129656,,612.92,4683.75,-0.56157,0.768675,0.767000,,,Transit,2026,0
K2-133 c,K2-133,75.17030000,1.60300000,,4.86784000000,0.0434100000,,3655.00,-1.47886,0.455000,0.461000,,M1.5 V,Transit,2017,0
TOI-4127 b,TOI-4127,319.63200000,12.07000000,7.43718472380000e+02,56.39870000000,0.3030000000,556.00,6096.00,0.31639,1.293000,1.230000,4.8000,F V,Transit,2023,0
HD 111998 b,HD 111998,33.22370000,12.90000000,1.52557635360000e+03,810.00000000000,1.9100000000,,6557.00,0.51231,1.450000,1.400000,1.7000,F6 V,Radial Velocity,2016,0
K2-398 b,K2-398,606.99200000,2.27400000,,6.39302500000,,,5946.00,0.25966,1.239000,0.945000,,G2,Transit,2022,0
BEBOP-4 AB b,BEBOP-4 A,234.29400000,,8.35888710410000e+03,1823.50000000000,3.6340000000,,5701.43,0.85933,2.756450,1.507000,,G3 V,Radial Velocity,2025,0
OGLE-2006-BLG-109L b,OGLE-2006-BLG-109L,1510.00000000,14.00000000,2.31000000000000e+02,1788.50000000000,2.3000000000,82.00,,,,0.510000,,,Microlensing,2008,0
K2-404 b,K2-404,121.63000000,2.53000000,,13.11536500000,,,3748.00,-1.23901,0.552000,0.552000,,M1,Transit,2022,0
GJ 3090 c,GJ 3090,22.47510000,3.14000000,,15.94070000000,0.0997000000,407.20,3707.00,-1.34199,0.516000,0.519000,,M2 V,Radial Velocity,2026,0
TOI-3464 b,TOI-3464,597.77400000,13.76462830,3.97285508750000e+02,3.65155680000,0.0515000000,1693.00,6370.00,0.55871,1.560000,1.363000,2.1000,,Transit,2025,0
Kepler-1052 b,Kepler-1052,943.44400000,2.93000000,,34.85382760000,0.2098800000,522.00,5888.00,-0.04685,1.030000,1.030000,3.5500,,Transit,2016,0
K2-131 b,K2-131,152.50900000,1.69000000,7.90000000000000e+00,0.36930380000,0.0093600000,2223.00,5120.00,-0.47906,0.759500,0.803000,5.3000,,Transit,2017,0
TOI-561 c,TOI-561,85.79900000,2.86500000,5.93000000000000e+00,10.77883800000,0.0889000000,802.00,5342.00,-0.28233,0.843000,0.806000,16.1000,G9 V,Transit,2020,0
K2-136 b,K2-136,59.24740000,1.01400000,4.30000000000000e+00,7.97520000000,0.0707000000,610.00,4500.00,-0.77650,0.677000,0.742000,0.6500,K5.5,Transit,2017,0
TOI-1853 b,TOI-1853,165.10500000,3.46000000,7.32000000000000e+01,1.24362580000,0.0213000000,1479.00,4985.00,-0.43227,0.808000,0.837000,,K2.5 V,Transit,2023,0
Kepler-1986 b,Kepler-1986,912.08500000,1.89000000,,19.54896660000,0.1307000000,579.00,5549.00,-0.41148,0.732000,0.776000,,,Transit,2023,0
2MASS J02192210-3925225 b,2MASS J02192210-3925225,40.08964117,16.14096000,4.41783700000000e+03,,156.0000000000,,3064.00,-2.23000,0.281000,0.108000,0.0350,M6,Imaging,2015,0
GJ 480 b,GJ 480,14.23580000,2.91000000,,9.55360000000,0.0680000000,406.00,3509.00,-1.56200,0.449000,0.450000,,M3.5 Ve,Radial Velocity,2020,0
